iter	Logloss
911	0.1742208686
912	0.1739210389
913	0.1737848856
914	0.1734367305
915	0.1730920166
916	0.1728764488
917	0.1726088751
918	0.172483054
919	0.172255059
920	0.1721028838
921	0.1719462674
922	0.1718044684
923	0.171605949
924	0.1714066213
925	0.1711864861
926	0.1710326457
927	0.1708209363
928	0.1705840413
929	0.1702645094
930	0.1701380723
931	0.1699061164
932	0.1696851169
933	0.1695404916
934	0.1693250149
935	0.1690497365
936	0.1688846173
937	0.168678765
938	0.1684213398
939	0.1682176493
940	0.1678465275
941	0.1674900304
942	0.1673848463
943	0.167289871
944	0.1670928034
945	0.1669230979
946	0.1668135831
947	0.1666604036
948	0.1664411131
949	0.1663066219
950	0.1662349264
951	0.1660597858
952	0.1657639297
953	0.1656439969
954	0.1654658965
955	0.1651615358
956	0.1650355324
957	0.1649140594
958	0.1647799987
959	0.1646167809
960	0.164539227
961	0.1644255806
962	0.1642516883
963	0.1640583682
964	0.1638316842
965	0.1635825518
966	0.1634478002
967	0.1631767304
968	0.1629681731
969	0.1627106762
970	0.1625061469
971	0.1623308681
972	0.1621679536
973	0.1619432433
974	0.1617327682
975	0.1616462732
976	0.1614904408
977	0.1612817306
978	0.1611380203
979	0.1609625235
980	0.1608177655
981	0.1606111431
982	0.1604927273
983	0.160355923
984	0.1602233451
985	0.1599009263
986	0.159641688
987	0.1594536007
988	0.1591953378
989	0.1589312258
990	0.1587330062
991	0.1585144646
992	0.158392822
993	0.158139985
994	0.1579731069
995	0.1577143772
996	0.1575157704
997	0.1574397224
998	0.1572495224
999	0.1571044534
