iter	Passed	Remaining
529	4306	3819
530	4314	3811
531	4320	3800
532	4326	3790
533	4333	3782
534	4338	3771
535	4345	3761
536	4352	3752
537	4357	3741
538	4365	3733
539	4372	3724
540	4379	3715
541	4385	3705
542	4391	3695
543	4400	3689
544	4407	3679
545	4414	3670
546	4421	3662
547	4430	3654
548	4435	3643
549	4442	3634
550	4447	3624
551	4453	3614
552	4460	3605
553	4465	3595
554	4471	3584
555	4478	3576
556	4484	3566
557	4496	3561
558	4501	3551
559	4506	3541
560	4513	3531
561	4519	3522
562	4525	3512
563	4530	3502
564	4537	3493
565	4542	3482
566	4547	3472
567	4554	3463
568	4559	3453
569	4563	3442
570	4568	3432
571	4572	3421
572	4579	3412
573	4588	3405
574	4594	3395
575	4601	3387
576	4607	3377
577	4617	3371
578	4623	3361
579	4630	3352
580	4659	3360
581	4670	3354
582	4686	3351
583	4696	3345
584	4719	3348
585	4728	3340
586	4752	3343
587	4762	3336
588	4779	3335
589	4794	3331
590	4806	3326
591	4828	3327
592	4838	3320
593	4861	3322
594	4873	3316
595	4887	3313
596	4908	3313
597	4920	3308
598	4929	3299
599	4943	3295
600	4948	3285
601	4954	3275
602	4959	3265
603	4965	3255
604	4971	3245
605	4977	3236
606	4983	3226
607	4990	3217
608	4995	3207
609	5005	3200
610	5010	3189
611	5017	3181
612	5024	3172
613	5034	3164
614	5041	3156
615	5052	3149
616	5057	3139
617	5064	3130
618	5072	3122
619	5088	3118
620	5093	3108
621	5103	3101
622	5108	3091
623	5118	3084
624	5124	3074
625	5136	3068
626	5146	3061
627	5151	3051
628	5158	3042
629	5167	3035
630	5174	3025
631	5184	3018
632	5189	3009
633	5201	3002
634	5206	2992
635	5217	2986
636	5222	2976
637	5237	2971
638	5246	2963
639	5251	2954
640	5260	2946
641	5267	2937
642	5275	2929
643	5287	2922
644	5297	2915
645	5302	2905
646	5312	2898
647	5317	2888
648	5326	2880
649	5331	2870
650	5336	2860
651	5346	2853
652	5352	2844
653	5364	2838
654	5373	2830
655	5380	2821
656	5385	2811
657	5391	2802
658	5397	2792
659	5404	2783
660	5408	2773
661	5414	2764
662	5422	2756
663	5427	2746
664	5434	2737
665	5440	2728
666	5445	2718
667	5453	2710
668	5461	2702
669	5469	2693
670	5475	2684
671	5483	2676
672	5487	2666
673	5493	2656
674	5501	2649
675	5506	2639
676	5513	2630
677	5519	2621
678	5524	2611
679	5531	2603
680	5537	2593
681	5546	2586
682	5552	2577
683	5558	2567
684	5566	2559
685	5572	2550
686	5581	2543
687	5588	2534
688	5595	2525
689	5602	2517
690	5610	2508
691	5615	2499
692	5620	2490
693	5628	2481
694	5634	2472
695	5642	2464
696	5647	2455
697	5653	2446
698	5663	2438
699	5668	2429
700	5678	2422
701	5683	2412
702	5691	2404
703	5697	2395
704	5702	2386
705	5710	2378
706	5716	2368
707	5722	2360
708	5727	2350
709	5733	2341
710	5740	2333
711	5745	2323
712	5750	2314
713	5758	2306
714	5763	2297
715	5770	2288
716	5775	2279
717	5780	2270
718	5788	2262
719	5793	2252
720	5798	2243
721	5810	2237
722	5814	2227
723	5821	2219
724	5826	2210
725	5832	2201
726	5837	2192
727	5843	2183
728	5848	2173
729	5853	2164
730	5858	2155
731	5862	2146
732	5867	2137
733	5871	2127
734	5877	2118
735	5882	2110
736	5886	2100
737	5893	2092
738	5900	2083
739	5913	2077
740	5920	2069
741	5930	2062
742	5939	2054
743	5955	2049
744	5967	2042
745	5974	2034
746	6006	2034
747	6017	2027
748	6023	2018
749	6033	2011
750	6038	2002
751	6048	1994
752	6053	1985
753	6063	1978
754	6069	1969
755	6075	1960
756	6080	1951
757	6085	1942
758	6090	1933
759	6095	1925
760	6101	1916
761	6107	1907
762	6113	1899
763	6119	1890
764	6124	1881
765	6129	1872
766	6135	1863
767	6142	1855
768	6147	1846
769	6155	1838
770	6161	1830
771	6167	1821
772	6174	1813
773	6179	1804
774	6184	1795
775	6201	1790
776	6211	1782
777	6216	1773
778	6224	1765
779	6228	1756
780	6233	1748
781	6241	1740
782	6246	1731
783	6255	1723
784	6260	1714
785	6265	1705
786	6276	1698
787	6281	1689
788	6286	1681
789	6291	1672
790	6295	1663
791	6301	1654
792	6307	1646
793	6315	1638
794	6323	1630
795	6326	1621
796	6331	1612
797	6341	1605
798	6349	1597
799	6356	1589
800	6364	1581
801	6370	1572
802	6376	1564
803	6384	1556
804	6390	1548
805	6396	1539
806	6402	1531
807	6408	1522
808	6415	1514
809	6422	1506
810	6436	1499
811	6454	1494
812	6462	1486
813	6473	1479
814	6486	1472
815	6500	1465
816	6518	1459
817	6538	1454
818	6548	1447
819	6558	1439
820	6564	1431
821	6571	1423
822	6577	1414
823	6581	1405
824	6590	1397
825	6595	1389
826	6602	1381
827	6608	1372
828	6614	1364
829	6622	1356
830	6627	1347
831	6634	1339
832	6640	1331
833	6645	1322
834	6654	1314
835	6660	1306
836	6667	1298
837	6672	1289
838	6677	1281
839	6683	1273
840	6688	1264
841	6694	1256
842	6701	1248
843	6706	1239
844	6712	1231
845	6719	1223
846	6723	1214
847	6729	1206
848	6735	1197
849	6741	1189
850	6746	1181
851	6750	1172
852	6754	1164
853	6759	1155
854	6765	1147
855	6770	1139
856	6776	1130
857	6782	1122
858	6787	1114
859	6792	1105
860	6797	1097
861	6802	1089
862	6807	1080
863	6812	1072
864	6818	1064
865	6823	1055
866	6828	1047
867	6833	1039
868	6837	1030
869	6844	1022
870	6849	1014
871	6854	1006
872	6860	998
873	6865	989
874	6873	981
875	6878	973
876	6884	965
877	6889	957
878	6893	948
879	6899	940
880	6906	932
881	6911	924
882	6916	916
883	6922	908
884	6928	900
885	6934	892
886	6939	884
887	6945	875
888	6949	867
889	6956	859
890	6961	851
891	6966	843
892	6972	835
893	6978	827
894	6983	819
895	6988	811
896	6993	803
897	7000	795
898	7006	787
899	7011	779
900	7017	771
901	7022	762
902	7027	754
903	7034	747
904	7039	738
905	7044	730
906	7050	722
907	7055	714
908	7059	706
909	7065	698
910	7071	690
911	7076	682
912	7082	674
913	7088	666
914	7092	658
915	7099	651
916	7106	643
917	7112	635
918	7117	627
919	7123	619
920	7130	611
921	7135	603
922	7140	595
923	7146	587
924	7151	579
925	7156	571
926	7163	564
927	7168	556
928	7174	548
929	7180	540
930	7186	532
931	7192	524
932	7197	516
933	7203	509
934	7210	501
935	7216	493
936	7221	485
937	7227	477
938	7233	469
939	7239	462
940	7244	454
941	7248	446
942	7252	438
943	7266	431
944	7271	423
945	7277	415
946	7282	407
947	7288	399
948	7294	391
949	7300	384
950	7306	376
951	7311	368
952	7317	360
953	7323	353
954	7329	345
955	7335	337
956	7341	329
957	7346	322
958	7352	314
959	7358	306
960	7364	298
961	7369	291
962	7375	283
963	7381	275
964	7387	267
965	7392	260
966	7398	252
967	7405	244
968	7409	237
969	7413	229
970	7418	221
971	7422	213
972	7426	206
973	7432	198
974	7438	190
975	7444	183
976	7450	175
977	7456	167
978	7462	160
979	7467	152
980	7473	144
981	7479	137
982	7485	129
983	7491	121
984	7497	114
985	7503	106
986	7508	98
987	7514	91
988	7518	83
989	7523	75
990	7528	68
991	7533	60
992	7538	53
993	7543	45
994	7548	37
995	7552	30
996	7556	22
997	7562	15
998	7568	7
999	7573	0
